Version 2
Scenefile scenes/v_cityscene_ReclusesVictory.txt

Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Nhood-1.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Nhood-2.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Nhood-3.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Nhood-4.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Nhood-5.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Bunker_Scripts.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Pillboxes_heavys.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Geometry.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_warpvolumes.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_neighborhoods.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Spawns.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Doors.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Beacons.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_audiogroup.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Tourism_Badges.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_PvP_Test.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Sally_Ports.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Holiday_Event_06.txt
Import maps/City_Zones/V_PvP_05_01/V_PvP_05_01_layer_Day_Job_Volumes.txt


